EstablecimientoGlosa;RegionGlosa;TipoEstablecimientoGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaGlosa;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
Orlandi Oncología;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;Primario;Providencia;;NO;No Aplica;-33.434315;-70.623886;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Andes;Región Metropolitana De Santiago;Centro de Salud Familiar (CESFAM);Servicio de Salud;Primario;Quinta Normal;;NO;No Aplica;-33.43419;-70.69294;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica New Clinic;Región Metropolitana De Santiago;Clínica;Privado;No Aplica;Providencia;01-01-2009;NO;No Aplica;-33.433876;-70.601276;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Ñuñoa;Región Metropolitana De Santiago;Clínica Dental;Privado;No Aplica;Ñuñoa;04-10-2016;NO;No Aplica;-33.454406;-70.606047;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
SAPU Dr. Arturo Albertz;Región Metropolitana De Santiago;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Cerro Navia;;SI;Urgencia Ambulatoria (SAPU);-33.433509;-70.731486;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Dr. Arturo Albertz;Región Metropolitana De Santiago;Centro de Salud Familiar (CESFAM);Municipal;Primario;Cerro Navia;;NO;No Aplica;-33.4335;-70.73166;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Indisa;Región Metropolitana De Santiago;Clínica;Privado;Terciario;Providencia;01-01-2009;SI;Urgencia Hospitalaria (UEH);-33.43333;-70.62855;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.;Región Metropolitana De Santiago;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Pudahuel;;NO;No Aplica;-33.43313;-70.76133;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Santa María;Región Metropolitana De Santiago;Clínica;Privado;Terciario;Providencia;01-01-2009;SI;Urgencia Hospitalaria (UEH);-33.43282;-70.62822;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Centro Servicios Médicos Santa María;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;Secundario;Providencia;01-01-2009;NO;No Aplica;-33.432418;-70.628116;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Centro Médico Manuel Montt Ex Centro Clínico Integral las Lilas;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;Secundario;Providencia;23-01-2017;NO;No Aplica;-33.432144;-70.618483;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Dr. Alfonso Leng;Región Metropolitana De Santiago;Centro de Salud Familiar (CESFAM);Municipal;Primario;Providencia;;NO;No Aplica;-33.43141;-70.61881;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Peñalolén;Región Metropolitana De Santiago;Clínica Dental;Privado;No Aplica;Peñalolén;19-07-2019;NO;No Aplica;-33.483934;-70.548052;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Hospital de Niños Dr. Luis Calvo Mackenna;Región Metropolitana De Santiago;Hospital;Servicio de Salud;Terciario;Providencia;;SI;Urgencia Hospitalaria (UEH);-33.430592;-70.615846;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
SAPU Garín;Región Metropolitana De Santiago;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Quinta Normal;;SI;Urgencia Ambulatoria (SAPU);-33.430472;-70.714164;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Mar Caribe;Región Metropolitana De Santiago;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Pudahuel;;NO;No Aplica;-33.43044;-70.74109;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Garín;Región Metropolitana De Santiago;Centro de Salud Familiar (CESFAM);Municipal;Primario;Quinta Normal;;NO;No Aplica;-33.43042;-70.71435;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Departamento de Bienestar Social de la Dirección General de Aeronáutica Civil;Región Metropolitana De Santiago;Centro de Salud Privado;Fuerzas Armadas y de Orden (FFAA);Secundario;Providencia;01-01-2009;NO;No Aplica;-33.429817;-70.603116;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Unidad de Salud Funcionario SS Metropolitano Norte;Región Metropolitana De Santiago;Unidad de Salud Funcionarios;Servicio de Salud;Secundario;Independencia;29-01-2021;NO;No Aplica;-33.429013;-70.655438;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Actividades Gestionadas Por la Dirección del Servicio Para Apoyo de la Red (S.S Metropolitano Norte);Región Metropolitana De Santiago;Dirección Servicio de Salud;Servicio de Salud;No Aplica;Independencia;;NO;No Aplica;-33.429013;-70.655438;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
PRAIS (SS Metropolitano Norte);Región Metropolitana De Santiago;Programa de Reparación y Atención Integral de Salud (PRAIS);Servicio de Salud;No Aplica;Independencia;;NO;No Aplica;-33.429013;-70.655438;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Región Metropolitana De Santiago;Centro de Salud Familiar (CESFAM);Municipal;Primario;Pudahuel;;NO;No Aplica;-33.429;-70.77092;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Dental Móvil Simple. Pat. PW4082 (Tiltil);Región Metropolitana De Santiago;Unidad de Procedimientos Móvil;Servicio de Salud;Primario;Tiltil;;NO;No Aplica;-33.42896;-70.655492;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Barnafi Krause Diagnóstica;Región Metropolitana De Santiago;Laboratorio Clínico;Privado;No Aplica;Providencia;01-01-2009;NO;No Aplica;-33.428491;-70.622587;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Vacunatorio Clínica El Bosque;Región Metropolitana De Santiago;Vacunatorio;Privado;Primario;Providencia;16-08-2019;NO;No Aplica;-33.42821;-70.619211;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Europa;Región Metropolitana De Santiago;Clínica;Privado;No Aplica;Providencia;01-01-2009;NO;No Aplica;-33.42785;-70.61109;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-hospitalaria
Centro de Salud Mutual Cchc Pudahuel;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;Secundario;Pudahuel;01-01-2009;NO;No Aplica;-33.427641;-70.780219;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Dávila;Región Metropolitana De Santiago;Clínica;Privado;Terciario;Recoleta;01-01-2009;SI;Urgencia Hospitalaria (UEH);-33.427257;-70.648544;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Diagnóstico Por Imagen San Vicente de Paul;Región Metropolitana De Santiago;Vacunatorio;Privado;Primario;Providencia;;NO;No Aplica;-33.426534;-70.59547;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Dirección Previsional de Carabineros de Chile;Región Metropolitana De Santiago;Centro de Salud Privado;Fuerzas Armadas y de Orden (FFAA);Secundario;Providencia;01-01-2009;NO;No Aplica;-33.4262;-70.61847;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Médico y Dental Antonio Varas del Banco del Estado de Chile;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;No Aplica;Providencia;01-01-2009;NO;No Aplica;-33.426086;-70.615578;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Vacunatorio RENVAC;Región Metropolitana De Santiago;Vacunatorio;Privado;Primario;Providencia;18-04-2019;NO;No Aplica;-33.425381;-70.614023;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Sanasalud Pedro de Valdivia;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;Primario;Providencia;02-08-2018;NO;No Aplica;-33.425363;-70.613927;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
CLINICA ESTETICA LIFECHOICE SPA;Región Metropolitana De Santiago;Clínica;Privado;No Aplica;Providencia;01-01-2009;NO;No Aplica;-33.42517;-70.61953;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-hospitalaria
Centro Médico y Dental Redsalud Pedro de Valdivia;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;No Aplica;Providencia;01-01-2009;NO;No Aplica;-33.425073;-70.613175;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Providencia;Región Metropolitana De Santiago;Clínica Dental;Privado;No Aplica;Providencia;01-02-2011;NO;No Aplica;-33.423453;-70.608173;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Integramédica Barcelona;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;Secundario;Providencia;01-01-2009;NO;No Aplica;-33.42464;-70.610459;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Vacunatorio RENVAC;Región Metropolitana De Santiago;Vacunatorio;Privado;Primario;Providencia;09-12-2015;NO;No Aplica;-33.424266;-70.615773;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica WLK;Región Metropolitana De Santiago;Clínica;Privado;No Aplica;Providencia;20-01-2015;NO;No Aplica;-33.42421;-70.60457;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-hospitalaria
Centro de Salud Familiar Recoleta;Región Metropolitana De Santiago;Centro de Salud Familiar (CESFAM);Municipal;Primario;Recoleta;;NO;No Aplica;-33.42392;-70.64577;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Puente Alto;Región Metropolitana De Santiago;Clínica Dental;Privado;No Aplica;Puente Alto;19-02-2015;NO;No Aplica;-33.605695;-70.576329;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Puente Alto 2;Región Metropolitana De Santiago;Clínica Dental;Privado;No Aplica;Puente Alto;05-10-2018;NO;No Aplica;-33.568939;-70.58297;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Odontologico Uno Salud Dental Puente Alto 3;Región Metropolitana De Santiago;Clínica Dental;Privado;Secundario;Puente Alto;04-04-2022;NO;No Aplica;-33.611124;-70.575411;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Vacunatorio Internacional Immunitas Spa;Región Metropolitana De Santiago;Vacunatorio;Privado;Primario;Providencia;06-06-2019;NO;No Aplica;-33.423268;-70.609892;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Médico y Dental Megasalud Padre Hurtado;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;No Aplica;Las Condes;01-01-2009;NO;No Aplica;-33.423045;-70.538864;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
SAPU Lo Franco;Región Metropolitana De Santiago;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Quinta Normal;;SI;Urgencia Ambulatoria (SAPU);-33.42256;-70.69483;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Lo Franco;Región Metropolitana De Santiago;Centro de Salud Familiar (CESFAM);Municipal;Primario;Quinta Normal;29-05-2023;NO;No Aplica;-33.42251;-70.6948;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Instituto Psiquiátrico Dr. José Horwitz Barak (Santiago, Recoleta);Región Metropolitana De Santiago;Hospital;Servicio de Salud;Terciario;Recoleta;;NO;No Aplica;-33.422402;-70.650537;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Nueva Clínica Cordillera;Región Metropolitana De Santiago;Clínica;Privado;Terciario;Las Condes;01-01-2009;SI;Urgencia Hospitalaria (UEH);-33.42206;-70.52727;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Posta de Salud Rural los Maitenes;Región De Valparaíso;Posta de Salud Rural (PSR);Municipal;Primario;Casablanca;;NO;No Aplica;-33.42165;-71.39167;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Oftalmológica Providencia;Región Metropolitana De Santiago;Clínica;Privado;No Aplica;Providencia;;NO;No Aplica;-33.421029;-70.612059;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Vida Integra Providencia;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;Secundario;Providencia;01-01-2009;NO;No Aplica;-33.420859;-70.607217;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Puerto Montt;Región De Los Lagos;Clínica Dental;Privado;No Aplica;Puerto Montt;04-06-2014;NO;No Aplica;-41.472155;-72.936403;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Cruz Nacional;Región Metropolitana De Santiago;Vacunatorio;Privado;Primario;Independencia;08-05-2020;NO;No Aplica;-33.420434;-70.656025;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital Clínico Universidad de Chile;Región Metropolitana De Santiago;Hospital;Pendiente;Terciario;Independencia;01-01-2009;SI;Urgencia Hospitalaria (UEH);-33.420057;-70.653116;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Clínica Ensenada;Región Metropolitana De Santiago;Clínica;Privado;No Aplica;Independencia;18-07-2014;NO;No Aplica;-33.419987;-70.662791;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Centro de Salud Familiar Cerro Navia;Región Metropolitana De Santiago;Centro de Salud Familiar (CESFAM);Municipal;Primario;Cerro Navia;;NO;No Aplica;-33.41956;-70.75083;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SAPU Luis Chavarría;Región Metropolitana De Santiago;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Cerro Navia;;SI;Urgencia Ambulatoria (SAPU);-33.419555;-70.751003;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Médico Vida Integra Tobalaba;Región Metropolitana De Santiago;Centro de Salud Privado;Privado;Secundario;Providencia;01-01-2009;NO;No Aplica;-33.419313;-70.60058;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
COSAM Quinta Normal;Región Metropolitana De Santiago;Centro Comunitario de Salud Mental (COSAM);Municipal;Secundario;Quinta Normal;;NO;No Aplica;-33.419064;-70.701943;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Hospital Metropolitano (Ex Militar);Región Metropolitana De Santiago;Hospital;Servicio de Salud;Terciario;Providencia;19-04-2020;NO;No Aplica;-33.418942;-70.605168;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Centro Metropolitano de Sangre y Tejidos;Región Metropolitana De Santiago;Centro de Sangre y Tejidos;Servicio de Salud;Secundario;Providencia;;NO;No Aplica;-33.41889;-70.605024;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Abierta-ambulatoria
Hospital Dipreca Teniente Hernán Merino;Región Metropolitana De Santiago;Hospital;Fuerzas Armadas y de Orden (FFAA);Terciario;Las Condes;01-01-2009;SI;Urgencia Hospitalaria (UEH);-33.418694;-70.529475;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Centro Comunitario de Salud Familiar Catamarca;Región Metropolitana De Santiago;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Quinta Normal;27-02-2006;NO;No Aplica;-33.41863;-70.70879;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Antumalal;Región Metropolitana De Santiago;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Quinta Normal;;NO;No Aplica;-33.41817;-70.71496;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Instituto Nacional del Cáncer Dr. Caupolicán Pardo Correa (Santiago, Recoleta);Región Metropolitana De Santiago;Hospital;Servicio de Salud;Terciario;Independencia;;NO;No Aplica;-33.418128;-70.652105;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
COSAM las Condes;Región Metropolitana De Santiago;Centro Comunitario de Salud Mental (COSAM);Municipal;Secundario;Las Condes;;NO;No Aplica;-33.417881;-70.593685;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
